Ano	Estado	Mes	Numero	Periodo
1998	AP	Dezembro	84	01/01/1998
1999	AP	Dezembro	41	01/01/1999
2000	AP	Dezembro	30	01/01/2000
2001	AP	Dezembro	593	01/01/2001
2002	AP	Dezembro	200	01/01/2002
2003	AP	Dezembro	411	01/01/2003
2004	AP	Dezembro	777	01/01/2004
2005	AP	Dezembro	38	01/01/2005
2006	AP	Dezembro	74	01/01/2006
2007	AP	Dezembro	14	01/01/2007
2008	AP	Dezembro	32	01/01/2008
2009	AP	Dezembro	123	01/01/2009
2010	AP	Dezembro	43	01/01/2010
2011	AP	Dezembro	360	01/01/2011
2012	AP	Dezembro	422	01/01/2012
2013	AP	Dezembro	148	01/01/2013
2014	AP	Dezembro	354	01/01/2014
2015	AP	Dezembro	269	01/01/2015
2016	AP	Dezembro	491	01/01/2016
1998	AM	Janeiro	0	01/01/1998
1999	AM	Janeiro	3	01/01/1999
2000	AM	Janeiro	7	01/01/2000
2001	AM	Janeiro	3	01/01/2001
2002	AM	Janeiro	17	01/01/2002
2003	AM	Janeiro	158	01/01/2003
2004	AM	Janeiro	123	01/01/2004
2005	AM	Janeiro	44	01/01/2005
2006	AM	Janeiro	20	01/01/2006
2007	AM	Janeiro	37	01/01/2007
2008	AM	Janeiro	16	01/01/2008
2009	AM	Janeiro	9	01/01/2009
2010	AM	Janeiro	82	01/01/2010
2011	AM	Janeiro	53	01/01/2011
2012	AM	Janeiro	6	01/01/2012
2013	AM	Janeiro	37	01/01/2013
2014	AM	Janeiro	46	01/01/2014
2015	AM	Janeiro	35	01/01/2015
2016	AM	Janeiro	770	01/01/2016
2017	AM	Janeiro	65	01/01/2017
1998	AM	Fevereiro	0	01/01/1998
1999	AM	Fevereiro	43	01/01/1999
2000	AM	Fevereiro	62	01/01/2000
2001	AM	Fevereiro	8	01/01/2001
2002	AM	Fevereiro	2	01/01/2002
2003	AM	Fevereiro	62	01/01/2003
2004	AM	Fevereiro	92	01/01/2004
2005	AM	Fevereiro	6	01/01/2005
2006	AM	Fevereiro	10	01/01/2006
2007	AM	Fevereiro	92	01/01/2007
2008	AM	Fevereiro	32	01/01/2008
2009	AM	Fevereiro	3	01/01/2009
2010	AM	Fevereiro	81	01/01/2010
2011	AM	Fevereiro	30	01/01/2011
2012	AM	Fevereiro	25	01/01/2012
2013	AM	Fevereiro	16	01/01/2013
2014	AM	Fevereiro	49	01/01/2014
2015	AM	Fevereiro	107	01/01/2015
2016	AM	Fevereiro	275	01/01/2016
2017	AM	Fevereiro	52	01/01/2017
1998	AM	Março	0	01/01/1998
1999	AM	Março	7	01/01/1999
2000	AM	Março	69	01/01/2000
2001	AM	Março	6	01/01/2001
2002	AM	Março	5	01/01/2002
2003	AM	Março	64	01/01/2003
2004	AM	Março	6	01/01/2004
2005	AM	Março	12	01/01/2005
2006	AM	Março	20	01/01/2006
2007	AM	Março	6	01/01/2007
2008	AM	Março	10	01/01/2008
2009	AM	Março	11	01/01/2009
2010	AM	Março	116	01/01/2010
2011	AM	Março	49	01/01/2011
2012	AM	Março	17	01/01/2012
2013	AM	Março	49	01/01/2013
2014	AM	Março	50	01/01/2014
2015	AM	Março	46	01/01/2015
2016	AM	Março	140	01/01/2016
2017	AM	Março	45	01/01/2017
1998	AM	Abril	0	01/01/1998
1999	AM	Abril	2	01/01/1999
2000	AM	Abril	18	01/01/2000
2001	AM	Abril	1	01/01/2001
2002	AM	Abril	2	01/01/2002
2003	AM	Abril	11	01/01/2003
2004	AM	Abril	4	01/01/2004
2005	AM	Abril	5	01/01/2005
2006	AM	Abril	5	01/01/2006
2007	AM	Abril	0	01/01/2007
2008	AM	Abril	13	01/01/2008
2009	AM	Abril	1	01/01/2009
2010	AM	Abril	11	01/01/2010
2011	AM	Abril	5	01/01/2011
2012	AM	Abril	3	01/01/2012
2013	AM	Abril	20	01/01/2013
2014	AM	Abril	25	01/01/2014
2015	AM	Abril	24	01/01/2015
2016	AM	Abril	22	01/01/2016
2017	AM	Abril	20	01/01/2017
1998	AM	Maio	0	01/01/1998
1999	AM	Maio	0	01/01/1999
2000	AM	Maio	51	01/01/2000
2001	AM	Maio	0	01/01/2001
2002	AM	Maio	8	01/01/2002
2003	AM	Maio	2	01/01/2003
2004	AM	Maio	0	01/01/2004
2005	AM	Maio	8	01/01/2005
2006	AM	Maio	4	01/01/2006
2007	AM	Maio	0	01/01/2007
2008	AM	Maio	1	01/01/2008
2009	AM	Maio	3	01/01/2009
2010	AM	Maio	13	01/01/2010
2011	AM	Maio	6	01/01/2011
2012	AM	Maio	12	01/01/2012
2013	AM	Maio	19	01/01/2013
2014	AM	Maio	12	01/01/2014
2015	AM	Maio	10	01/01/2015
2016	AM	Maio	30	01/01/2016
2017	AM	Maio	40	01/01/2017
1998	AM	Junho	2	01/01/1998
1999	AM	Junho	7	01/01/1999
2000	AM	Junho	6	01/01/2000
2001	AM	Junho	5	01/01/2001
2002	AM	Junho	5	01/01/2002
2003	AM	Junho	3	01/01/2003
2004	AM	Junho	12	01/01/2004
2005	AM	Junho	78	01/01/2005
2006	AM	Junho	9	01/01/2006
2007	AM	Junho	23	01/01/2007
2008	AM	Junho	7	01/01/2008
2009	AM	Junho	13	01/01/2009
2010	AM	Junho	9	01/01/2010
2011	AM	Junho	22	01/01/2011
2012	AM	Junho	45	01/01/2012
2013	AM	Junho	56	01/01/2013
2014	AM	Junho	74	01/01/2014
2015	AM	Junho	33	01/01/2015
2016	AM	Junho	90	01/01/2016
2017	AM	Junho	119	01/01/2017
1998	AM	Julho	71	01/01/1998
1999	AM	Julho	11	01/01/1999
2000	AM	Julho	39	01/01/2000
2001	AM	Julho	9	01/01/2001
2002	AM	Julho	146	01/01/2002
2003	AM	Julho	180	01/01/2003
2004	AM	Julho	177	01/01/2004
2005	AM	Julho	676	01/01/2005
2006	AM	Julho	123	01/01/2006
2007	AM	Julho	116	01/01/2007
2008	AM	Julho	108	01/01/2008
2009	AM	Julho	199	01/01/2009
2010	AM	Julho	640	01/01/2010
2011	AM	Julho	271	01/01/2011
2012	AM	Julho	234	01/01/2012
2013	AM	Julho	248	01/01/2013
2014	AM	Julho	202	01/01/2014
2015	AM	Julho	356	01/01/2015
2016	AM	Julho	1.137	01/01/2016
2017	AM	Julho	1.975	01/01/2017
1998	AM	Agosto	321	01/01/1998
1999	AM	Agosto	259	01/01/1999
2000	AM	Agosto	180	01/01/2000
2001	AM	Agosto	501	01/01/2001
2002	AM	Agosto	741	01/01/2002
2003	AM	Agosto	1.867	01/01/2003
2004	AM	Agosto	1.207	01/01/2004
2005	AM	Agosto	2.316	01/01/2005
2006	AM	Agosto	1.422	01/01/2006
2007	AM	Agosto	2.241	01/01/2007
2008	AM	Agosto	861	01/01/2008
2009	AM	Agosto	1.321	01/01/2009
2010	AM	Agosto	3.727	01/01/2010
2011	AM	Agosto	1.243	01/01/2011
2012	AM	Agosto	3.011	01/01/2012
2013	AM	Agosto	1.276	01/01/2013
2014	AM	Agosto	3.852	01/01/2014
2015	AM	Agosto	4.564	01/01/2015
2016	AM	Agosto	3.611	01/01/2016
2017	AM	Agosto	6.316	01/01/2017
1998	AM	Setembro	267	01/01/1998
1999	AM	Setembro	216	01/01/1999
2000	AM	Setembro	189	01/01/2000
2001	AM	Setembro	166	01/01/2001
2002	AM	Setembro	928	01/01/2002
2003	AM	Setembro	1.401	01/01/2003
2004	AM	Setembro	911	01/01/2004
2005	AM	Setembro	2.812	01/01/2005
2006	AM	Setembro	2.218	01/01/2006
2007	AM	Setembro	1.360	01/01/2007
2008	AM	Setembro	998	01/01/2008
2009	AM	Setembro	3.091	01/01/2009
2010	AM	Setembro	2.781	01/01/2010
2011	AM	Setembro	1.295	01/01/2011
2012	AM	Setembro	2.392	01/01/2012
2013	AM	Setembro	1.739	01/01/2013
2014	AM	Setembro	3.057	01/01/2014
2015	AM	Setembro	5.882	01/01/2015
2016	AM	Setembro	3.119	01/01/2016
2017	AM	Setembro	4.033	01/01/2017
1998	AM	Outubro	83	01/01/1998
1999	AM	Outubro	479	01/01/1999
2000	AM	Outubro	145	01/01/2000
2001	AM	Outubro	332	01/01/2001
2002	AM	Outubro	695	01/01/2002
2003	AM	Outubro	725	01/01/2003
2004	AM	Outubro	710	01/01/2004
2005	AM	Outubro	545	01/01/2005
2006	AM	Outubro	721	01/01/2006
2007	AM	Outubro	215	01/01/2007
2008	AM	Outubro	632	01/01/2008
2009	AM	Outubro	2.189	01/01/2009
2010	AM	Outubro	889	01/01/2010
2011	AM	Outubro	694	01/01/2011
2012	AM	Outubro	1.238	01/01/2012
2013	AM	Outubro	1.202	01/01/2013
2014	AM	Outubro	952	01/01/2014
2015	AM	Outubro	2.494	01/01/2015
2016	AM	Outubro	2.105	01/01/2016
2017	AM	Outubro	1.581	01/01/2017
1998	AM	Novembro	6	01/01/1998
1999	AM	Novembro	32	01/01/1999
2000	AM	Novembro	27	01/01/2000
2001	AM	Novembro	244	01/01/2001
2002	AM	Novembro	259	01/01/2002
2003	AM	Novembro	169	01/01/2003
2004	AM	Novembro	209	01/01/2004
2005	AM	Novembro	261	01/01/2005
2006	AM	Novembro	59	01/01/2006
2007	AM	Novembro	90	01/01/2007
2008	AM	Novembro	39	01/01/2008
2009	AM	Novembro	973	01/01/2009
2010	AM	Novembro	354	01/01/2010
2011	AM	Novembro	399	01/01/2011
2012	AM	Novembro	682	01/01/2012
2013	AM	Novembro	220	01/01/2013
2014	AM	Novembro	676	01/01/2014
2015	AM	Novembro	1.054	01/01/2015
2016	AM	Novembro	591	01/01/2016
2017	AM	Novembro	552	01/01/2017
1998	AM	Dezembro	196	01/01/1998
1999	AM	Dezembro	2	01/01/1999
2000	AM	Dezembro	60	01/01/2000
2001	AM	Dezembro	22	01/01/2001
2002	AM	Dezembro	44	01/01/2002
2003	AM	Dezembro	147	01/01/2003
2004	AM	Dezembro	53	01/01/2004
2005	AM	Dezembro	17	01/01/2005
2006	AM	Dezembro	23	01/01/2006
2007	AM	Dezembro	7	01/01/2007
2008	AM	Dezembro	0	01/01/2008
2009	AM	Dezembro	102	01/01/2009
2010	AM	Dezembro	123	01/01/2010
2011	AM	Dezembro	121	01/01/2011
2012	AM	Dezembro	80	01/01/2012
2013	AM	Dezembro	236	01/01/2013
2014	AM	Dezembro	293	01/01/2014
2015	AM	Dezembro	565	01/01/2015
2016	AM	Dezembro	133	01/01/2016
1998	BA	Janeiro	0	01/01/1998
1999	BA	Janeiro	114	01/01/1999
2000	BA	Janeiro	31	01/01/2000
2001	BA	Janeiro	24	01/01/2001
2002	BA	Janeiro	125	01/01/2002
2003	BA	Janeiro	439	01/01/2003
2004	BA	Janeiro	158	01/01/2004
2005	BA	Janeiro	303	01/01/2005
2006	BA	Janeiro	225	01/01/2006
2007	BA	Janeiro	373	01/01/2007
2008	BA	Janeiro	314	01/01/2008
2009	BA	Janeiro	177	01/01/2009
2010	BA	Janeiro	297	01/01/2010
2011	BA	Janeiro	101	01/01/2011
2012	BA	Janeiro	179	01/01/2012
2013	BA	Janeiro	125	01/01/2013
2014	BA	Janeiro	132	01/01/2014
2015	BA	Janeiro	256	01/01/2015
2016	BA	Janeiro	285	01/01/2016
2017	BA	Janeiro	154	01/01/2017
1998	BA	Fevereiro	0	01/01/1998
1999	BA	Fevereiro	157	01/01/1999
2000	BA	Fevereiro	32	01/01/2000
2001	BA	Fevereiro	101	01/01/2001
2002	BA	Fevereiro	204	01/01/2002
2003	BA	Fevereiro	223	01/01/2003
2004	BA	Fevereiro	122	01/01/2004
2005	BA	Fevereiro	143	01/01/2005
2006	BA	Fevereiro	277	01/01/2006
2007	BA	Fevereiro	113	01/01/2007
2008	BA	Fevereiro	235	01/01/2008
2009	BA	Fevereiro	117	01/01/2009
2010	BA	Fevereiro	206	01/01/2010
2011	BA	Fevereiro	156	01/01/2011
2012	BA	Fevereiro	200	01/01/2012
2013	BA	Fevereiro	231	01/01/2013
2014	BA	Fevereiro	107	01/01/2014
2015	BA	Fevereiro	143	01/01/2015
2016	BA	Fevereiro	418	01/01/2016
2017	BA	Fevereiro	100	01/01/2017
1998	BA	Março	0	01/01/1998
1999	BA	Março	83	01/01/1999
2000	BA	Março	65	01/01/2000
2001	BA	Março	4	01/01/2001
2002	BA	Março	146	01/01/2002
2003	BA	Março	274	01/01/2003
2004	BA	Março	115	01/01/2004
2005	BA	Março	158	01/01/2005
2006	BA	Março	199	01/01/2006
2007	BA	Março	141	01/01/2007
2008	BA	Março	135	01/01/2008
2009	BA	Março	249	01/01/2009
2010	BA	Março	156	01/01/2010
2011	BA	Março	90	01/01/2011
2012	BA	Março	404	01/01/2012
2013	BA	Março	363	01/01/2013
2014	BA	Março	148	01/01/2014
2015	BA	Março	229	01/01/2015
2016	BA	Março	281	01/01/2016
2017	BA	Março	163	01/01/2017
1998	BA	Abril	0	01/01/1998
1999	BA	Abril	55	01/01/1999
2000	BA	Abril	23	01/01/2000
2001	BA	Abril	26	01/01/2001
2002	BA	Abril	110	01/01/2002
2003	BA	Abril	376	01/01/2003
2004	BA	Abril	89	01/01/2004
2005	BA	Abril	76	01/01/2005
2006	BA	Abril	60	01/01/2006
2007	BA	Abril	64	01/01/2007
2008	BA	Abril	151	01/01/2008
2009	BA	Abril	40	01/01/2009
2010	BA	Abril	103	01/01/2010
2011	BA	Abril	149	01/01/2011
2012	BA	Abril	396	01/01/2012
2013	BA	Abril	108	01/01/2013
2014	BA	Abril	183	01/01/2014
2015	BA	Abril	190	01/01/2015
2016	BA	Abril	217	01/01/2016
2017	BA	Abril	94	01/01/2017
1998	BA	Maio	0	01/01/1998
1999	BA	Maio	76	01/01/1999
2000	BA	Maio	71	01/01/2000
2001	BA	Maio	85	01/01/2001
2002	BA	Maio	166	01/01/2002
2003	BA	Maio	106	01/01/2003
2004	BA	Maio	124	01/01/2004
2005	BA	Maio	120	01/01/2005
2006	BA	Maio	43	01/01/2006
2007	BA	Maio	161	01/01/2007
2008	BA	Maio	56	01/01/2008
2009	BA	Maio	34	01/01/2009
2010	BA	Maio	198	01/01/2010
2011	BA	Maio	189	01/01/2011
2012	BA	Maio	326	01/01/2012
2013	BA	Maio	141	01/01/2013
2014	BA	Maio	224	01/01/2014
2015	BA	Maio	144	01/01/2015
2016	BA	Maio	259	01/01/2016
2017	BA	Maio	121	01/01/2017
1998	BA	Junho	55	01/01/1998
1999	BA	Junho	64	01/01/1999
2000	BA	Junho	178	01/01/2000
2001	BA	Junho	98	01/01/2001
2002	BA	Junho	118	01/01/2002
2003	BA	Junho	140	01/01/2003
2004	BA	Junho	289	01/01/2004
2005	BA	Junho	211	01/01/2005
2006	BA	Junho	68	01/01/2006
2007	BA	Junho	270	01/01/2007
2008	BA	Junho	72	01/01/2008
2009	BA	Junho	92	01/01/2009
2010	BA	Junho	192	01/01/2010
2011	BA	Junho	345	01/01/2011
2012	BA	Junho	385	01/01/2012
2013	BA	Junho	208	01/01/2013
2014	BA	Junho	243	01/01/2014
2015	BA	Junho	242	01/01/2015
2016	BA	Junho	416	01/01/2016
2017	BA	Junho	329	01/01/2017
1998	BA	Julho	219	01/01/1998
1999	BA	Julho	107	01/01/1999
2000	BA	Julho	202	01/01/2000
2001	BA	Julho	248	01/01/2001
2002	BA	Julho	549	01/01/2002
2003	BA	Julho	261	01/01/2003
2004	BA	Julho	310	01/01/2004
2005	BA	Julho	269	01/01/2005
2006	BA	Julho	229	01/01/2006
2007	BA	Julho	811	01/01/2007
2008	BA	Julho	271	01/01/2008
2009	BA	Julho	321	01/01/2009
2010	BA	Julho	519	01/01/2010
2011	BA	Julho	578	01/01/2011
2012	BA	Julho	906	01/01/2012
2013	BA	Julho	362	01/01/2013
2014	BA	Julho	249	01/01/2014
2015	BA	Julho	306	01/01/2015
2016	BA	Julho	345	01/01/2016
2017	BA	Julho	300	01/01/2017
1998	BA	Agosto	815	01/01/1998
1999	BA	Agosto	453	01/01/1999
2000	BA	Agosto	633	01/01/2000
2001	BA	Agosto	979	01/01/2001
2002	BA	Agosto	1.827	01/01/2002
2003	BA	Agosto	1.039	01/01/2003
2004	BA	Agosto	1.430	01/01/2004
2005	BA	Agosto	948	01/01/2005
2006	BA	Agosto	995	01/01/2006
2007	BA	Agosto	3.734	01/01/2007
2008	BA	Agosto	611	01/01/2008
2009	BA	Agosto	439	01/01/2009
2010	BA	Agosto	2.423	01/01/2010
2011	BA	Agosto	1.795	01/01/2011
2012	BA	Agosto	1.835	01/01/2012
2013	BA	Agosto	610	01/01/2013
2014	BA	Agosto	674	01/01/2014
2015	BA	Agosto	829	01/01/2015
2016	BA	Agosto	724	01/01/2016
2017	BA	Agosto	1.018	01/01/2017
1998	BA	Setembro	2.718	01/01/1998
1999	BA	Setembro	1.275	01/01/1999
2000	BA	Setembro	2.285	01/01/2000
2001	BA	Setembro	3.964	01/01/2001
2002	BA	Setembro	6.439	01/01/2002
2003	BA	Setembro	8.847	01/01/2003
2004	BA	Setembro	6.433	01/01/2004
2005	BA	Setembro	4.066	01/01/2005
2006	BA	Setembro	3.006	01/01/2006
2007	BA	Setembro	7.438	01/01/2007
2008	BA	Setembro	4.837	01/01/2008
2009	BA	Setembro	3.610	01/01/2009
2010	BA	Setembro	5.323	01/01/2010
2011	BA	Setembro	7.086	01/01/2011
2012	BA	Setembro	7.495	01/01/2012
2013	BA	Setembro	2.681	01/01/2013
2014	BA	Setembro	2.604	01/01/2014
2015	BA	Setembro	7.956	01/01/2015
2016	BA	Setembro	1.819	01/01/2016
2017	BA	Setembro	1.791	01/01/2017
1998	BA	Outubro	1.969	01/01/1998
1999	BA	Outubro	1.307	01/01/1999
2000	BA	Outubro	3.350	01/01/2000
2001	BA	Outubro	1.687	01/01/2001
2002	BA	Outubro	5.414	01/01/2002
2003	BA	Outubro	4.264	01/01/2003
2004	BA	Outubro	4.810	01/01/2004
2005	BA	Outubro	8.405	01/01/2005
2006	BA	Outubro	2.079	01/01/2006
2007	BA	Outubro	4.981	01/01/2007
2008	BA	Outubro	7.691	01/01/2008
2009	BA	Outubro	2.552	01/01/2009
2010	BA	Outubro	5.264	01/01/2010
2011	BA	Outubro	2.166	01/01/2011
2012	BA	Outubro	4.607	01/01/2012
2013	BA	Outubro	1.969	01/01/2013
2014	BA	Outubro	2.763	01/01/2014
2015	BA	Outubro	4.989	01/01/2015
2016	BA	Outubro	1.415	01/01/2016
2017	BA	Outubro	4.005	01/01/2017
1998	BA	Novembro	49	01/01/1998
1999	BA	Novembro	49	01/01/1999
2000	BA	Novembro	114	01/01/2000
2001	BA	Novembro	699	01/01/2001
2002	BA	Novembro	1.020	01/01/2002
2003	BA	Novembro	533	01/01/2003
2004	BA	Novembro	1.736	01/01/2004
2005	BA	Novembro	1.595	01/01/2005
2006	BA	Novembro	239	01/01/2006
2007	BA	Novembro	2.126	01/01/2007
2008	BA	Novembro	3.175	01/01/2008
2009	BA	Novembro	402	01/01/2009
2010	BA	Novembro	605	01/01/2010
2011	BA	Novembro	176	01/01/2011
2012	BA	Novembro	168	01/01/2012
2013	BA	Novembro	288	01/01/2013
2014	BA	Novembro	348	01/01/2014
2015	BA	Novembro	1.705	01/01/2015
2016	BA	Novembro	408	01/01/2016
2017	BA	Novembro	174	01/01/2017
1998	BA	Dezembro	82	01/01/1998
1999	BA	Dezembro	37	01/01/1999
2000	BA	Dezembro	24	01/01/2000
2001	BA	Dezembro	158	01/01/2001
2002	BA	Dezembro	848	01/01/2002
2003	BA	Dezembro	710	01/01/2003
2004	BA	Dezembro	423	01/01/2004
2005	BA	Dezembro	116	01/01/2005
2006	BA	Dezembro	169	01/01/2006
2007	BA	Dezembro	259	01/01/2007
2008	BA	Dezembro	52	01/01/2008
2009	BA	Dezembro	308	01/01/2009
2010	BA	Dezembro	226	01/01/2010
2011	BA	Dezembro	230	01/01/2011
2012	BA	Dezembro	477	01/01/2012
2013	BA	Dezembro	131	01/01/2013
2014	BA	Dezembro	144	01/01/2014
2015	BA	Dezembro	1.408	01/01/2015
2016	BA	Dezembro	164	01/01/2016
1998	CE	Janeiro	0	01/01/1998
1999	CE	Janeiro	47	01/01/1999
2000	CE	Janeiro	1	01/01/2000
2001	CE	Janeiro	11	01/01/2001
2002	CE	Janeiro	33	01/01/2002
2003	CE	Janeiro	264	01/01/2003
2004	CE	Janeiro	143	01/01/2004
2005	CE	Janeiro	384	01/01/2005
2006	CE	Janeiro	211	01/01/2006
2007	CE	Janeiro	304	01/01/2007
2008	CE	Janeiro	166	01/01/2008
2009	CE	Janeiro	347	01/01/2009
2010	CE	Janeiro	288	01/01/2010
2011	CE	Janeiro	32	01/01/2011
2012	CE	Janeiro	273	01/01/2012
2013	CE	Janeiro	103	01/01/2013
2014	CE	Janeiro	115	01/01/2014
2015	CE	Janeiro	207	01/01/2015
2016	CE	Janeiro	100	01/01/2016
2017	CE	Janeiro	91	01/01/2017
1998	CE	Fevereiro	0	01/01/1998
1999	CE	Fevereiro	16	01/01/1999
2000	CE	Fevereiro	6	01/01/2000
2001	CE	Fevereiro	0	01/01/2001
2002	CE	Fevereiro	75	01/01/2002
2003	CE	Fevereiro	9	01/01/2003
2004	CE	Fevereiro	5	01/01/2004
2005	CE	Fevereiro	25	01/01/2005
2006	CE	Fevereiro	23	01/01/2006
2007	CE	Fevereiro	3	01/01/2007
2008	CE	Fevereiro	12	01/01/2008
2009	CE	Fevereiro	8	01/01/2009
2010	CE	Fevereiro	63	01/01/2010
2011	CE	Fevereiro	2	01/01/2011
2012	CE	Fevereiro	41	01/01/2012
2013	CE	Fevereiro	49	01/01/2013
2014	CE	Fevereiro	18	01/01/2014
2015	CE	Fevereiro	25	01/01/2015
2016	CE	Fevereiro	13	01/01/2016
2017	CE	Fevereiro	9	01/01/2017
1998	CE	Março	0	01/01/1998
1999	CE	Março	30	01/01/1999
2000	CE	Março	9	01/01/2000
2001	CE	Março	0	01/01/2001
2002	CE	Março	17	01/01/2002
2003	CE	Março	3	01/01/2003
2004	CE	Março	1	01/01/2004
2005	CE	Março	5	01/01/2005
2006	CE	Março	3	01/01/2006
2007	CE	Março	2	01/01/2007
2008	CE	Março	2	01/01/2008
2009	CE	Março	3	01/01/2009
2010	CE	Março	40	01/01/2010
2011	CE	Março	6	01/01/2011
2012	CE	Março	10	01/01/2012
2013	CE	Março	17	01/01/2013
2014	CE	Março	6	01/01/2014
2015	CE	Março	20	01/01/2015
2016	CE	Março	4	01/01/2016
2017	CE	Março	4	01/01/2017
1998	CE	Abril	0	01/01/1998
1999	CE	Abril	6	01/01/1999
2000	CE	Abril	15	01/01/2000
2001	CE	Abril	2	01/01/2001
2002	CE	Abril	5	01/01/2002
2003	CE	Abril	3	01/01/2003
2004	CE	Abril	2	01/01/2004
2005	CE	Abril	4	01/01/2005
2006	CE	Abril	1	01/01/2006
2007	CE	Abril	1	01/01/2007
2008	CE	Abril	0	01/01/2008
2009	CE	Abril	0	01/01/2009
2010	CE	Abril	7	01/01/2010
2011	CE	Abril	1	01/01/2011
2012	CE	Abril	2	01/01/2012
2013	CE	Abril	4	01/01/2013
2014	CE	Abril	4	01/01/2014
2015	CE	Abril	3	01/01/2015
2016	CE	Abril	10	01/01/2016
2017	CE	Abril	6	01/01/2017
1998	CE	Maio	0	01/01/1998
1999	CE	Maio	5	01/01/1999
2000	CE	Maio	7	01/01/2000
2001	CE	Maio	81	01/01/2001
2002	CE	Maio	10	01/01/2002
2003	CE	Maio	0	01/01/2003
2004	CE	Maio	3	01/01/2004
2005	CE	Maio	1	01/01/2005
2006	CE	Maio	0	01/01/2006
2007	CE	Maio	0	01/01/2007
2008	CE	Maio	0	01/01/2008
2009	CE	Maio	0	01/01/2009
2010	CE	Maio	2	01/01/2010
2011	CE	Maio	0	01/01/2011
2012	CE	Maio	19	01/01/2012
2013	CE	Maio	4	01/01/2013
2014	CE	Maio	4	01/01/2014
2015	CE	Maio	17	01/01/2015
2016	CE	Maio	8	01/01/2016
2017	CE	Maio	9	01/01/2017
1998	CE	Junho	1	01/01/1998
1999	CE	Junho	16	01/01/1999
2000	CE	Junho	16	01/01/2000
2001	CE	Junho	38	01/01/2001
2002	CE	Junho	13	01/01/2002
2003	CE	Junho	2	01/01/2003
2004	CE	Junho	1	01/01/2004
2005	CE	Junho	6	01/01/2005
2006	CE	Junho	0	01/01/2006
2007	CE	Junho	1	01/01/2007
2008	CE	Junho	1	01/01/2008
2009	CE	Junho	0	01/01/2009
2010	CE	Junho	3	01/01/2010
2011	CE	Junho	5	01/01/2011
2012	CE	Junho	28	01/01/2012
2013	CE	Junho	5	01/01/2013
2014	CE	Junho	19	01/01/2014
2015	CE	Junho	22	01/01/2015
2016	CE	Junho	45	01/01/2016
2017	CE	Junho	23	01/01/2017
1998	CE	Julho	76	01/01/1998
1999	CE	Julho	83	01/01/1999
2000	CE	Julho	18	01/01/2000
2001	CE	Julho	146	01/01/2001
2002	CE	Julho	12	01/01/2002
2003	CE	Julho	14	01/01/2003
2004	CE	Julho	16	01/01/2004
2005	CE	Julho	14	01/01/2005
2006	CE	Julho	1	01/01/2006
2007	CE	Julho	11	01/01/2007
2008	CE	Julho	3	01/01/2008
2009	CE	Julho	7	01/01/2009
2010	CE	Julho	44	01/01/2010
2011	CE	Julho	18	01/01/2011
2012	CE	Julho	50	01/01/2012
2013	CE	Julho	4	01/01/2013
2014	CE	Julho	47	01/01/2014
2015	CE	Julho	25	01/01/2015
2016	CE	Julho	124	01/01/2016
2017	CE	Julho	26	01/01/2017
1998	CE	Agosto	93	01/01/1998
1999	CE	Agosto	131	01/01/1999
2000	CE	Agosto	79	01/01/2000
2001	CE	Agosto	219	01/01/2001
2002	CE	Agosto	111	01/01/2002
2003	CE	Agosto	109	01/01/2003
2004	CE	Agosto	61	01/01/2004
2005	CE	Agosto	51	01/01/2005
2006	CE	Agosto	50	01/01/2006
2007	CE	Agosto	182	01/01/2007
2008	CE	Agosto	32	01/01/2008
2009	CE	Agosto	26	01/01/2009
2010	CE	Agosto	202	01/01/2010
2011	CE	Agosto	53	01/01/2011
2012	CE	Agosto	278	01/01/2012
2013	CE	Agosto	32	01/01/2013
2014	CE	Agosto	155	01/01/2014
2015	CE	Agosto	127	01/01/2015
2016	CE	Agosto	293	01/01/2016
2017	CE	Agosto	121	01/01/2017
1998	CE	Setembro	590	01/01/1998
1999	CE	Setembro	124	01/01/1999
2000	CE	Setembro	127	01/01/2000
2001	CE	Setembro	801	01/01/2001
2002	CE	Setembro	172	01/01/2002
2003	CE	Setembro	384	01/01/2003
2004	CE	Setembro	144	01/01/2004
2005	CE	Setembro	185	01/01/2005
2006	CE	Setembro	237	01/01/2006
2007	CE	Setembro	241	01/01/2007
2008	CE	Setembro	177	01/01/2008
2009	CE	Setembro	101	01/01/2009
2010	CE	Setembro	357	01/01/2010
2011	CE	Setembro	239	01/01/2011
2012	CE	Setembro	609	01/01/2012
2013	CE	Setembro	177	01/01/2013
2014	CE	Setembro	155	01/01/2014
2015	CE	Setembro	214	01/01/2015
2016	CE	Setembro	370	01/01/2016
2017	CE	Setembro	505	01/01/2017
1998	CE	Outubro	1.014	01/01/1998
1999	CE	Outubro	309	01/01/1999
2000	CE	Outubro	875	01/01/2000
2001	CE	Outubro	2.045	01/01/2001
2002	CE	Outubro	1.606	01/01/2002
2003	CE	Outubro	1.761	01/01/2003
2004	CE	Outubro	1.217	01/01/2004
2005	CE	Outubro	1.378	01/01/2005
2006	CE	Outubro	581	01/01/2006
2007	CE	Outubro	964	01/01/2007
2008	CE	Outubro	816	01/01/2008
2009	CE	Outubro	435	01/01/2009
2010	CE	Outubro	502	01/01/2010
2011	CE	Outubro	415	01/01/2011
2012	CE	Outubro	1.104	01/01/2012
2013	CE	Outubro	466	01/01/2013
2014	CE	Outubro	517	01/01/2014
2015	CE	Outubro	658	01/01/2015
