Ano	Estado	Mes	Numero	Periodo
2004	SC	Agosto	728	01/01/2004
2005	SC	Agosto	391	01/01/2005
2006	SC	Agosto	728	01/01/2006
2007	SC	Agosto	462	01/01/2007
2008	SC	Agosto	51	01/01/2008
2009	SC	Agosto	759	01/01/2009
2010	SC	Agosto	511	01/01/2010
2011	SC	Agosto	175	01/01/2011
2012	SC	Agosto	398	01/01/2012
2013	SC	Agosto	236	01/01/2013
2014	SC	Agosto	459	01/01/2014
2015	SC	Agosto	379	01/01/2015
2016	SC	Agosto	765	01/01/2016
2017	SC	Agosto	713	01/01/2017
1998	SC	Setembro	6	01/01/1998
1999	SC	Setembro	101	01/01/1999
2000	SC	Setembro	36	01/01/2000
2001	SC	Setembro	18	01/01/2001
2002	SC	Setembro	416	01/01/2002
2003	SC	Setembro	1.339	01/01/2003
2004	SC	Setembro	755	01/01/2004
2005	SC	Setembro	116	01/01/2005
2006	SC	Setembro	530	01/01/2006
2007	SC	Setembro	617	01/01/2007
2008	SC	Setembro	233	01/01/2008
2009	SC	Setembro	47	01/01/2009
2010	SC	Setembro	198	01/01/2010
2011	SC	Setembro	450	01/01/2011
2012	SC	Setembro	188	01/01/2012
2013	SC	Setembro	303	01/01/2013
2014	SC	Setembro	208	01/01/2014
2015	SC	Setembro	156	01/01/2015
2016	SC	Setembro	644	01/01/2016
2017	SC	Setembro	626	01/01/2017
1998	SC	Outubro	4	01/01/1998
1999	SC	Outubro	16	01/01/1999
2000	SC	Outubro	55	01/01/2000
2001	SC	Outubro	26	01/01/2001
2002	SC	Outubro	42	01/01/2002
2003	SC	Outubro	669	01/01/2003
2004	SC	Outubro	704	01/01/2004
2005	SC	Outubro	197	01/01/2005
2006	SC	Outubro	269	01/01/2006
2007	SC	Outubro	35	01/01/2007
2008	SC	Outubro	56	01/01/2008
2009	SC	Outubro	252	01/01/2009
2010	SC	Outubro	76	01/01/2010
2011	SC	Outubro	102	01/01/2011
2012	SC	Outubro	34	01/01/2012
2013	SC	Outubro	107	01/01/2013
2014	SC	Outubro	122	01/01/2014
2015	SC	Outubro	21	01/01/2015
2016	SC	Outubro	56	01/01/2016
2017	SC	Outubro	51	01/01/2017
1998	SC	Novembro	21	01/01/1998
1999	SC	Novembro	84	01/01/1999
2000	SC	Novembro	19	01/01/2000
2001	SC	Novembro	66	01/01/2001
2002	SC	Novembro	348	01/01/2002
2003	SC	Novembro	347	01/01/2003
2004	SC	Novembro	279	01/01/2004
2005	SC	Novembro	384	01/01/2005
2006	SC	Novembro	45	01/01/2006
2007	SC	Novembro	26	01/01/2007
2008	SC	Novembro	16	01/01/2008
2009	SC	Novembro	61	01/01/2009
2010	SC	Novembro	88	01/01/2010
2011	SC	Novembro	79	01/01/2011
2012	SC	Novembro	72	01/01/2012
2013	SC	Novembro	84	01/01/2013
2014	SC	Novembro	43	01/01/2014
2015	SC	Novembro	9	01/01/2015
2016	SC	Novembro	156	01/01/2016
2017	SC	Novembro	152	01/01/2017
1998	SC	Dezembro	26	01/01/1998
1999	SC	Dezembro	89	01/01/1999
2000	SC	Dezembro	29	01/01/2000
2001	SC	Dezembro	45	01/01/2001
2002	SC	Dezembro	76	01/01/2002
2003	SC	Dezembro	129	01/01/2003
2004	SC	Dezembro	68	01/01/2004
2005	SC	Dezembro	17	01/01/2005
2006	SC	Dezembro	7	01/01/2006
2007	SC	Dezembro	17	01/01/2007
2008	SC	Dezembro	29	01/01/2008
2009	SC	Dezembro	20	01/01/2009
2010	SC	Dezembro	23	01/01/2010
2011	SC	Dezembro	24	01/01/2011
2012	SC	Dezembro	32	01/01/2012
2013	SC	Dezembro	74	01/01/2013
2014	SC	Dezembro	45	01/01/2014
2015	SC	Dezembro	19	01/01/2015
2016	SC	Dezembro	20	01/01/2016
1998	SP	Janeiro	0	01/01/1998
1999	SP	Janeiro	7	01/01/1999
2000	SP	Janeiro	36	01/01/2000
2001	SP	Janeiro	26	01/01/2001
2002	SP	Janeiro	19	01/01/2002
2003	SP	Janeiro	59	01/01/2003
2004	SP	Janeiro	37	01/01/2004
2005	SP	Janeiro	26	01/01/2005
2006	SP	Janeiro	76	01/01/2006
2007	SP	Janeiro	14	01/01/2007
2008	SP	Janeiro	34	01/01/2008
2009	SP	Janeiro	12	01/01/2009
2010	SP	Janeiro	45	01/01/2010
2011	SP	Janeiro	75	01/01/2011
2012	SP	Janeiro	38	01/01/2012
2013	SP	Janeiro	36	01/01/2013
2014	SP	Janeiro	99	01/01/2014
2015	SP	Janeiro	120	01/01/2015
2016	SP	Janeiro	85	01/01/2016
2017	SP	Janeiro	28	01/01/2017
1998	SP	Fevereiro	0	01/01/1998
1999	SP	Fevereiro	47	01/01/1999
2000	SP	Fevereiro	25	01/01/2000
2001	SP	Fevereiro	25	01/01/2001
2002	SP	Fevereiro	19	01/01/2002
2003	SP	Fevereiro	137	01/01/2003
2004	SP	Fevereiro	41	01/01/2004
2005	SP	Fevereiro	78	01/01/2005
2006	SP	Fevereiro	59	01/01/2006
2007	SP	Fevereiro	96	01/01/2007
2008	SP	Fevereiro	30	01/01/2008
2009	SP	Fevereiro	65	01/01/2009
2010	SP	Fevereiro	152	01/01/2010
2011	SP	Fevereiro	73	01/01/2011
2012	SP	Fevereiro	81	01/01/2012
2013	SP	Fevereiro	100	01/01/2013
2014	SP	Fevereiro	112	01/01/2014
2015	SP	Fevereiro	69	01/01/2015
2016	SP	Fevereiro	188	01/01/2016
2017	SP	Fevereiro	107	01/01/2017
1998	SP	Março	0	01/01/1998
1999	SP	Março	78	01/01/1999
2000	SP	Março	26	01/01/2000
2001	SP	Março	35	01/01/2001
2002	SP	Março	111	01/01/2002
2003	SP	Março	86	01/01/2003
2004	SP	Março	73	01/01/2004
2005	SP	Março	73	01/01/2005
2006	SP	Março	106	01/01/2006
2007	SP	Março	152	01/01/2007
2008	SP	Março	72	01/01/2008
2009	SP	Março	55	01/01/2009
2010	SP	Março	111	01/01/2010
2011	SP	Março	45	01/01/2011
2012	SP	Março	99	01/01/2012
2013	SP	Março	57	01/01/2013
2014	SP	Março	75	01/01/2014
2015	SP	Março	68	01/01/2015
2016	SP	Março	82	01/01/2016
2017	SP	Março	103	01/01/2017
1998	SP	Abril	0	01/01/1998
1999	SP	Abril	291	01/01/1999
2000	SP	Abril	102	01/01/2000
2001	SP	Abril	61	01/01/2001
2002	SP	Abril	178	01/01/2002
2003	SP	Abril	106	01/01/2003
2004	SP	Abril	36	01/01/2004
2005	SP	Abril	62	01/01/2005
2006	SP	Abril	63	01/01/2006
2007	SP	Abril	44	01/01/2007
2008	SP	Abril	84	01/01/2008
2009	SP	Abril	67	01/01/2009
2010	SP	Abril	91	01/01/2010
2011	SP	Abril	52	01/01/2011
2012	SP	Abril	82	01/01/2012
2013	SP	Abril	103	01/01/2013
2014	SP	Abril	103	01/01/2014
2015	SP	Abril	76	01/01/2015
2016	SP	Abril	307	01/01/2016
2017	SP	Abril	41	01/01/2017
1998	SP	Maio	0	01/01/1998
1999	SP	Maio	500	01/01/1999
2000	SP	Maio	300	01/01/2000
2001	SP	Maio	211	01/01/2001
2002	SP	Maio	319	01/01/2002
2003	SP	Maio	69	01/01/2003
2004	SP	Maio	60	01/01/2004
2005	SP	Maio	212	01/01/2005
2006	SP	Maio	88	01/01/2006
2007	SP	Maio	69	01/01/2007
2008	SP	Maio	40	01/01/2008
2009	SP	Maio	142	01/01/2009
2010	SP	Maio	150	01/01/2010
2011	SP	Maio	136	01/01/2011
2012	SP	Maio	82	01/01/2012
2013	SP	Maio	118	01/01/2013
2014	SP	Maio	181	01/01/2014
2015	SP	Maio	65	01/01/2015
2016	SP	Maio	139	01/01/2016
2017	SP	Maio	43	01/01/2017
1998	SP	Junho	451	01/01/1998
1999	SP	Junho	522	01/01/1999
2000	SP	Junho	606	01/01/2000
2001	SP	Junho	346	01/01/2001
2002	SP	Junho	562	01/01/2002
2003	SP	Junho	132	01/01/2003
2004	SP	Junho	231	01/01/2004
2005	SP	Junho	236	01/01/2005
2006	SP	Junho	97	01/01/2006
2007	SP	Junho	91	01/01/2007
2008	SP	Junho	25	01/01/2008
2009	SP	Junho	125	01/01/2009
2010	SP	Junho	143	01/01/2010
2011	SP	Junho	210	01/01/2011
2012	SP	Junho	30	01/01/2012
2013	SP	Junho	47	01/01/2013
2014	SP	Junho	331	01/01/2014
2015	SP	Junho	147	01/01/2015
2016	SP	Junho	197	01/01/2016
2017	SP	Junho	217	01/01/2017
1998	SP	Julho	596	01/01/1998
1999	SP	Julho	684	01/01/1999
2000	SP	Julho	770	01/01/2000
2001	SP	Julho	538	01/01/2001
2002	SP	Julho	448	01/01/2002
2003	SP	Julho	171	01/01/2003
2004	SP	Julho	342	01/01/2004
2005	SP	Julho	284	01/01/2005
2006	SP	Julho	245	01/01/2006
2007	SP	Julho	94	01/01/2007
2008	SP	Julho	126	01/01/2008
2009	SP	Julho	110	01/01/2009
2010	SP	Julho	600	01/01/2010
2011	SP	Julho	479	01/01/2011
2012	SP	Julho	179	01/01/2012
2013	SP	Julho	181	01/01/2013
2014	SP	Julho	476	01/01/2014
2015	SP	Julho	149	01/01/2015
2016	SP	Julho	687	01/01/2016
2017	SP	Julho	802	01/01/2017
1998	SP	Agosto	581	01/01/1998
1999	SP	Agosto	1.211	01/01/1999
2000	SP	Agosto	915	01/01/2000
2001	SP	Agosto	595	01/01/2001
2002	SP	Agosto	719	01/01/2002
2003	SP	Agosto	934	01/01/2003
2004	SP	Agosto	794	01/01/2004
2005	SP	Agosto	522	01/01/2005
2006	SP	Agosto	572	01/01/2006
2007	SP	Agosto	470	01/01/2007
2008	SP	Agosto	153	01/01/2008
2009	SP	Agosto	289	01/01/2009
2010	SP	Agosto	1.809	01/01/2010
2011	SP	Agosto	1.067	01/01/2011
2012	SP	Agosto	435	01/01/2012
2013	SP	Agosto	497	01/01/2013
2014	SP	Agosto	1.458	01/01/2014
2015	SP	Agosto	643	01/01/2015
2016	SP	Agosto	797	01/01/2016
2017	SP	Agosto	981	01/01/2017
1998	SP	Setembro	525	01/01/1998
1999	SP	Setembro	911	01/01/1999
2000	SP	Setembro	582	01/01/2000
2001	SP	Setembro	425	01/01/2001
2002	SP	Setembro	302	01/01/2002
2003	SP	Setembro	977	01/01/2003
2004	SP	Setembro	809	01/01/2004
2005	SP	Setembro	231	01/01/2005
2006	SP	Setembro	694	01/01/2006
2007	SP	Setembro	495	01/01/2007
2008	SP	Setembro	486	01/01/2008
2009	SP	Setembro	116	01/01/2009
2010	SP	Setembro	1.677	01/01/2010
2011	SP	Setembro	1.108	01/01/2011
2012	SP	Setembro	813	01/01/2012
2013	SP	Setembro	560	01/01/2013
2014	SP	Setembro	882	01/01/2014
2015	SP	Setembro	368	01/01/2015
2016	SP	Setembro	490	01/01/2016
2017	SP	Setembro	2.868	01/01/2017
1998	SP	Outubro	434	01/01/1998
1999	SP	Outubro	763	01/01/1999
2000	SP	Outubro	647	01/01/2000
2001	SP	Outubro	444	01/01/2001
2002	SP	Outubro	733	01/01/2002
2003	SP	Outubro	422	01/01/2003
2004	SP	Outubro	195	01/01/2004
2005	SP	Outubro	221	01/01/2005
2006	SP	Outubro	153	01/01/2006
2007	SP	Outubro	281	01/01/2007
2008	SP	Outubro	87	01/01/2008
2009	SP	Outubro	64	01/01/2009
2010	SP	Outubro	260	01/01/2010
2011	SP	Outubro	188	01/01/2011
2012	SP	Outubro	206	01/01/2012
2013	SP	Outubro	127	01/01/2013
2014	SP	Outubro	887	01/01/2014
2015	SP	Outubro	213	01/01/2015
2016	SP	Outubro	177	01/01/2016
2017	SP	Outubro	179	01/01/2017
1998	SP	Novembro	488	01/01/1998
1999	SP	Novembro	398	01/01/1999
2000	SP	Novembro	96	01/01/2000
2001	SP	Novembro	168	01/01/2001
2002	SP	Novembro	72	01/01/2002
2003	SP	Novembro	155	01/01/2003
2004	SP	Novembro	144	01/01/2004
2005	SP	Novembro	163	01/01/2005
2006	SP	Novembro	43	01/01/2006
2007	SP	Novembro	50	01/01/2007
2008	SP	Novembro	20	01/01/2008
2009	SP	Novembro	83	01/01/2009
2010	SP	Novembro	104	01/01/2010
2011	SP	Novembro	87	01/01/2011
2012	SP	Novembro	50	01/01/2012
2013	SP	Novembro	120	01/01/2013
2014	SP	Novembro	56	01/01/2014
2015	SP	Novembro	21	01/01/2015
2016	SP	Novembro	39	01/01/2016
2017	SP	Novembro	37	01/01/2017
1998	SP	Dezembro	121	01/01/1998
1999	SP	Dezembro	47	01/01/1999
2000	SP	Dezembro	23	01/01/2000
2001	SP	Dezembro	52	01/01/2001
2002	SP	Dezembro	57	01/01/2002
2003	SP	Dezembro	58	01/01/2003
2004	SP	Dezembro	102	01/01/2004
2005	SP	Dezembro	15	01/01/2005
2006	SP	Dezembro	13	01/01/2006
2007	SP	Dezembro	21	01/01/2007
2008	SP	Dezembro	36	01/01/2008
2009	SP	Dezembro	37	01/01/2009
2010	SP	Dezembro	52	01/01/2010
2011	SP	Dezembro	53	01/01/2011
2012	SP	Dezembro	64	01/01/2012
2013	SP	Dezembro	109	01/01/2013
2014	SP	Dezembro	57	01/01/2014
2015	SP	Dezembro	45	01/01/2015
2016	SP	Dezembro	47	01/01/2016
1998	SE	Janeiro	0	01/01/1998
1999	SE	Janeiro	36	01/01/1999
2000	SE	Janeiro	1	01/01/2000
2001	SE	Janeiro	2	01/01/2001
2002	SE	Janeiro	1	01/01/2002
2003	SE	Janeiro	198	01/01/2003
2004	SE	Janeiro	16	01/01/2004
2005	SE	Janeiro	80	01/01/2005
2006	SE	Janeiro	36	01/01/2006
2007	SE	Janeiro	56	01/01/2007
2008	SE	Janeiro	100	01/01/2008
2009	SE	Janeiro	60	01/01/2009
2010	SE	Janeiro	29	01/01/2010
2011	SE	Janeiro	36	01/01/2011
2012	SE	Janeiro	39	01/01/2012
2013	SE	Janeiro	34	01/01/2013
2014	SE	Janeiro	20	01/01/2014
2015	SE	Janeiro	44	01/01/2015
2016	SE	Janeiro	9	01/01/2016
2017	SE	Janeiro	31	01/01/2017
1998	SE	Fevereiro	0	01/01/1998
1999	SE	Fevereiro	25	01/01/1999
2000	SE	Fevereiro	6	01/01/2000
2001	SE	Fevereiro	2	01/01/2001
2002	SE	Fevereiro	6	01/01/2002
2003	SE	Fevereiro	50	01/01/2003
2004	SE	Fevereiro	10	01/01/2004
2005	SE	Fevereiro	19	01/01/2005
2006	SE	Fevereiro	36	01/01/2006
2007	SE	Fevereiro	22	01/01/2007
2008	SE	Fevereiro	67	01/01/2008
2009	SE	Fevereiro	64	01/01/2009
2010	SE	Fevereiro	33	01/01/2010
2011	SE	Fevereiro	31	01/01/2011
2012	SE	Fevereiro	34	01/01/2012
2013	SE	Fevereiro	47	01/01/2013
2014	SE	Fevereiro	18	01/01/2014
2015	SE	Fevereiro	40	01/01/2015
2016	SE	Fevereiro	22	01/01/2016
2017	SE	Fevereiro	18	01/01/2017
1998	SE	Março	0	01/01/1998
1999	SE	Março	18	01/01/1999
2000	SE	Março	6	01/01/2000
2001	SE	Março	1	01/01/2001
2002	SE	Março	7	01/01/2002
2003	SE	Março	62	01/01/2003
2004	SE	Março	36	01/01/2004
2005	SE	Março	28	01/01/2005
2006	SE	Março	41	01/01/2006
2007	SE	Março	2	01/01/2007
2008	SE	Março	43	01/01/2008
2009	SE	Março	29	01/01/2009
2010	SE	Março	44	01/01/2010
2011	SE	Março	47	01/01/2011
2012	SE	Março	71	01/01/2012
2013	SE	Março	67	01/01/2013
2014	SE	Março	33	01/01/2014
2015	SE	Março	49	01/01/2015
2016	SE	Março	26	01/01/2016
2017	SE	Março	16	01/01/2017
1998	SE	Abril	0	01/01/1998
1999	SE	Abril	6	01/01/1999
2000	SE	Abril	1	01/01/2000
2001	SE	Abril	0	01/01/2001
2002	SE	Abril	12	01/01/2002
2003	SE	Abril	48	01/01/2003
2004	SE	Abril	13	01/01/2004
2005	SE	Abril	8	01/01/2005
2006	SE	Abril	9	01/01/2006
2007	SE	Abril	1	01/01/2007
2008	SE	Abril	2	01/01/2008
2009	SE	Abril	19	01/01/2009
2010	SE	Abril	1	01/01/2010
2011	SE	Abril	12	01/01/2011
2012	SE	Abril	40	01/01/2012
2013	SE	Abril	15	01/01/2013
2014	SE	Abril	7	01/01/2014
2015	SE	Abril	35	01/01/2015
2016	SE	Abril	14	01/01/2016
2017	SE	Abril	8	01/01/2017
1998	SE	Maio	0	01/01/1998
1999	SE	Maio	0	01/01/1999
2000	SE	Maio	0	01/01/2000
2001	SE	Maio	3	01/01/2001
2002	SE	Maio	0	01/01/2002
2003	SE	Maio	2	01/01/2003
2004	SE	Maio	5	01/01/2004
2005	SE	Maio	0	01/01/2005
2006	SE	Maio	0	01/01/2006
2007	SE	Maio	0	01/01/2007
2008	SE	Maio	0	01/01/2008
2009	SE	Maio	0	01/01/2009
2010	SE	Maio	0	01/01/2010
2011	SE	Maio	0	01/01/2011
2012	SE	Maio	17	01/01/2012
2013	SE	Maio	1	01/01/2013
2014	SE	Maio	1	01/01/2014
2015	SE	Maio	11	01/01/2015
2016	SE	Maio	9	01/01/2016
2017	SE	Maio	1	01/01/2017
1998	SE	Junho	0	01/01/1998
1999	SE	Junho	0	01/01/1999
2000	SE	Junho	0	01/01/2000
2001	SE	Junho	0	01/01/2001
2002	SE	Junho	0	01/01/2002
2003	SE	Junho	0	01/01/2003
2004	SE	Junho	0	01/01/2004
2005	SE	Junho	0	01/01/2005
2006	SE	Junho	0	01/01/2006
2007	SE	Junho	0	01/01/2007
2008	SE	Junho	0	01/01/2008
2009	SE	Junho	2	01/01/2009
2010	SE	Junho	0	01/01/2010
2011	SE	Junho	1	01/01/2011
2012	SE	Junho	3	01/01/2012
2013	SE	Junho	1	01/01/2013
2014	SE	Junho	0	01/01/2014
2015	SE	Junho	3	01/01/2015
2016	SE	Junho	1	01/01/2016
2017	SE	Junho	0	01/01/2017
1998	SE	Julho	0	01/01/1998
1999	SE	Julho	0	01/01/1999
2000	SE	Julho	0	01/01/2000
2001	SE	Julho	0	01/01/2001
2002	SE	Julho	0	01/01/2002
2003	SE	Julho	0	01/01/2003
2004	SE	Julho	0	01/01/2004
2005	SE	Julho	0	01/01/2005
2006	SE	Julho	0	01/01/2006
2007	SE	Julho	0	01/01/2007
2008	SE	Julho	0	01/01/2008
2009	SE	Julho	0	01/01/2009
2010	SE	Julho	0	01/01/2010
2011	SE	Julho	0	01/01/2011
2012	SE	Julho	1	01/01/2012
2013	SE	Julho	0	01/01/2013
2014	SE	Julho	0	01/01/2014
2015	SE	Julho	0	01/01/2015
2016	SE	Julho	0	01/01/2016
2017	SE	Julho	0	01/01/2017
1998	SE	Agosto	0	01/01/1998
1999	SE	Agosto	0	01/01/1999
2000	SE	Agosto	0	01/01/2000
2001	SE	Agosto	0	01/01/2001
2002	SE	Agosto	2	01/01/2002
2003	SE	Agosto	0	01/01/2003
2004	SE	Agosto	0	01/01/2004
2005	SE	Agosto	0	01/01/2005
2006	SE	Agosto	0	01/01/2006
2007	SE	Agosto	0	01/01/2007
2008	SE	Agosto	0	01/01/2008
2009	SE	Agosto	0	01/01/2009
2010	SE	Agosto	0	01/01/2010
2011	SE	Agosto	1	01/01/2011
2012	SE	Agosto	0	01/01/2012
2013	SE	Agosto	0	01/01/2013
2014	SE	Agosto	0	01/01/2014
2015	SE	Agosto	0	01/01/2015
2016	SE	Agosto	6	01/01/2016
2017	SE	Agosto	0	01/01/2017
1998	SE	Setembro	0	01/01/1998
1999	SE	Setembro	0	01/01/1999
2000	SE	Setembro	0	01/01/2000
2001	SE	Setembro	1	01/01/2001
2002	SE	Setembro	0	01/01/2002
2003	SE	Setembro	3	01/01/2003
2004	SE	Setembro	0	01/01/2004
2005	SE	Setembro	2	01/01/2005
2006	SE	Setembro	0	01/01/2006
2007	SE	Setembro	0	01/01/2007
2008	SE	Setembro	0	01/01/2008
2009	SE	Setembro	1	01/01/2009
2010	SE	Setembro	0	01/01/2010
2011	SE	Setembro	0	01/01/2011
2012	SE	Setembro	1	01/01/2012
2013	SE	Setembro	1	01/01/2013
2014	SE	Setembro	4	01/01/2014
2015	SE	Setembro	1	01/01/2015
2016	SE	Setembro	2	01/01/2016
2017	SE	Setembro	0	01/01/2017
1998	SE	Outubro	0	01/01/1998
1999	SE	Outubro	0	01/01/1999
2000	SE	Outubro	3	01/01/2000
2001	SE	Outubro	5	01/01/2001
2002	SE	Outubro	20	01/01/2002
2003	SE	Outubro	2	01/01/2003
2004	SE	Outubro	3	01/01/2004
2005	SE	Outubro	11	01/01/2005
2006	SE	Outubro	3	01/01/2006
2007	SE	Outubro	3	01/01/2007
2008	SE	Outubro	0	01/01/2008
2009	SE	Outubro	1	01/01/2009
2010	SE	Outubro	1	01/01/2010
2011	SE	Outubro	5	01/01/2011
2012	SE	Outubro	1	01/01/2012
2013	SE	Outubro	3	01/01/2013
2014	SE	Outubro	3	01/01/2014
2015	SE	Outubro	6	01/01/2015
2016	SE	Outubro	10	01/01/2016
2017	SE	Outubro	0	01/01/2017
1998	SE	Novembro	12	01/01/1998
1999	SE	Novembro	3	01/01/1999
2000	SE	Novembro	0	01/01/2000
2001	SE	Novembro	5	01/01/2001
2002	SE	Novembro	57	01/01/2002
2003	SE	Novembro	2	01/01/2003
2004	SE	Novembro	41	01/01/2004
2005	SE	Novembro	23	01/01/2005
2006	SE	Novembro	5	01/01/2006
2007	SE	Novembro	7	01/01/2007
2008	SE	Novembro	17	01/01/2008
2009	SE	Novembro	9	01/01/2009
2010	SE	Novembro	16	01/01/2010
2011	SE	Novembro	4	01/01/2011
2012	SE	Novembro	6	01/01/2012
2013	SE	Novembro	7	01/01/2013
2014	SE	Novembro	9	01/01/2014
2015	SE	Novembro	47	01/01/2015
2016	SE	Novembro	17	01/01/2016
2017	SE	Novembro	1	01/01/2017
1998	SE	Dezembro	8	01/01/1998
1999	SE	Dezembro	5	01/01/1999
2000	SE	Dezembro	0	01/01/2000
2001	SE	Dezembro	5	01/01/2001
2002	SE	Dezembro	103	01/01/2002
2003	SE	Dezembro	36	01/01/2003
2004	SE	Dezembro	66	01/01/2004
2005	SE	Dezembro	29	01/01/2005
2006	SE	Dezembro	17	01/01/2006
2007	SE	Dezembro	33	01/01/2007
2008	SE	Dezembro	14	01/01/2008
2009	SE	Dezembro	21	01/01/2009
2010	SE	Dezembro	19	01/01/2010
2011	SE	Dezembro	36	01/01/2011
2012	SE	Dezembro	18	01/01/2012
2013	SE	Dezembro	9	01/01/2013
2014	SE	Dezembro	9	01/01/2014
2015	SE	Dezembro	63	01/01/2015
2016	SE	Dezembro	36	01/01/2016
1998	TO	Janeiro	0	01/01/1998
1999	TO	Janeiro	36	01/01/1999
2000	TO	Janeiro	15	01/01/2000
2001	TO	Janeiro	19	01/01/2001
2002	TO	Janeiro	35	01/01/2002
2003	TO	Janeiro	35	01/01/2003
2004	TO	Janeiro	40	01/01/2004
2005	TO	Janeiro	66	01/01/2005
2006	TO	Janeiro	91	01/01/2006
2007	TO	Janeiro	34	01/01/2007
2008	TO	Janeiro	28	01/01/2008
2009	TO	Janeiro	43	01/01/2009
2010	TO	Janeiro	79	01/01/2010
2011	TO	Janeiro	14	01/01/2011
2012	TO	Janeiro	12	01/01/2012
2013	TO	Janeiro	50	01/01/2013
2014	TO	Janeiro	89	01/01/2014
2015	TO	Janeiro	186	01/01/2015
2016	TO	Janeiro	42	01/01/2016
2017	TO	Janeiro	61	01/01/2017
1998	TO	Fevereiro	0	01/01/1998
1999	TO	Fevereiro	1	01/01/1999
2000	TO	Fevereiro	6	01/01/2000
2001	TO	Fevereiro	6	01/01/2001
2002	TO	Fevereiro	48	01/01/2002
2003	TO	Fevereiro	15	01/01/2003
2004	TO	Fevereiro	7	01/01/2004
2005	TO	Fevereiro	27	01/01/2005
2006	TO	Fevereiro	14	01/01/2006
2007	TO	Fevereiro	8	01/01/2007
2008	TO	Fevereiro	6	01/01/2008
2009	TO	Fevereiro	21	01/01/2009
2010	TO	Fevereiro	32	01/01/2010
2011	TO	Fevereiro	13	01/01/2011
2012	TO	Fevereiro	45	01/01/2012
2013	TO	Fevereiro	37	01/01/2013
2014	TO	Fevereiro	73	01/01/2014
2015	TO	Fevereiro	65	01/01/2015
2016	TO	Fevereiro	383	01/01/2016
2017	TO	Fevereiro	25	01/01/2017
1998	TO	Março	0	01/01/1998
1999	TO	Março	1	01/01/1999
2000	TO	Março	4	01/01/2000
2001	TO	Março	0	01/01/2001
2002	TO	Março	33	01/01/2002
2003	TO	Março	19	01/01/2003
2004	TO	Março	23	01/01/2004
2005	TO	Março	13	01/01/2005
2006	TO	Março	11	01/01/2006
2007	TO	Março	99	01/01/2007
2008	TO	Março	4	01/01/2008
2009	TO	Março	23	01/01/2009
2010	TO	Março	120	01/01/2010
2011	TO	Março	16	01/01/2011
2012	TO	Março	80	01/01/2012
2013	TO	Março	60	01/01/2013
2014	TO	Março	58	01/01/2014
2015	TO	Março	85	01/01/2015
2016	TO	Março	165	01/01/2016
2017	TO	Março	98	01/01/2017
1998	TO	Abril	0	01/01/1998
1999	TO	Abril	9	01/01/1999
2000	TO	Abril	0	01/01/2000
2001	TO	Abril	19	01/01/2001
2002	TO	Abril	37	01/01/2002
2003	TO	Abril	64	01/01/2003
2004	TO	Abril	52	01/01/2004
2005	TO	Abril	52	01/01/2005
2006	TO	Abril	4	01/01/2006
2007	TO	Abril	22	01/01/2007
2008	TO	Abril	46	01/01/2008
2009	TO	Abril	5	01/01/2009
2010	TO	Abril	419	01/01/2010
2011	TO	Abril	106	01/01/2011
2012	TO	Abril	226	01/01/2012
2013	TO	Abril	130	01/01/2013
2014	TO	Abril	187	01/01/2014
2015	TO	Abril	88	01/01/2015
2016	TO	Abril	369	01/01/2016
2017	TO	Abril	164	01/01/2017
1998	TO	Maio	0	01/01/1998
1999	TO	Maio	24	01/01/1999
2000	TO	Maio	69	01/01/2000
2001	TO	Maio	48	01/01/2001
2002	TO	Maio	138	01/01/2002
2003	TO	Maio	96	01/01/2003
2004	TO	Maio	350	01/01/2004
2005	TO	Maio	236	01/01/2005
2006	TO	Maio	35	01/01/2006
2007	TO	Maio	250	01/01/2007
2008	TO	Maio	81	01/01/2008
2009	TO	Maio	91	01/01/2009
2010	TO	Maio	580	01/01/2010
2011	TO	Maio	354	01/01/2011
2012	TO	Maio	467	01/01/2012
2013	TO	Maio	373	01/01/2013
2014	TO	Maio	618	01/01/2014
2015	TO	Maio	512	01/01/2015
2016	TO	Maio	778	01/01/2016
2017	TO	Maio	576	01/01/2017
1998	TO	Junho	252	01/01/1998
1999	TO	Junho	113	01/01/1999
2000	TO	Junho	278	01/01/2000
2001	TO	Junho	305	01/01/2001
2002	TO	Junho	396	01/01/2002
2003	TO	Junho	329	01/01/2003
2004	TO	Junho	1.079	01/01/2004
2005	TO	Junho	669	01/01/2005
2006	TO	Junho	289	01/01/2006
2007	TO	Junho	591	01/01/2007
2008	TO	Junho	282	01/01/2008
2009	TO	Junho	421	01/01/2009
2010	TO	Junho	767	01/01/2010
2011	TO	Junho	717	01/01/2011
2012	TO	Junho	922	01/01/2012
2013	TO	Junho	873	01/01/2013
2014	TO	Junho	1.372	01/01/2014
2015	TO	Junho	1.150	01/01/2015
2016	TO	Junho	1.148	01/01/2016
2017	TO	Junho	1.320	01/01/2017
1998	TO	Julho	640	01/01/1998
1999	TO	Julho	373	01/01/1999
2000	TO	Julho	500	01/01/2000
2001	TO	Julho	830	01/01/2001
2002	TO	Julho	976	01/01/2002
2003	TO	Julho	762	01/01/2003
2004	TO	Julho	1.389	01/01/2004
2005	TO	Julho	1.082	01/01/2005
2006	TO	Julho	430	01/01/2006
2007	TO	Julho	982	01/01/2007
2008	TO	Julho	441	01/01/2008
2009	TO	Julho	989	01/01/2009
